titlu	pret	oras	grad_finisare	descriere	tip_oferta	persoana	etaj	vechime_imobil	numar_bai	numar_balcoane	geamuri_termopan	centrala_termica	compatimentare	parchet	confort	gresie	faianta	zugravit_lavabil	loc_parcare	agentie	numar_camere	strada	suprafata	cartier	link	modificari_interioare	balcoane_inchise	aer_conditionat	loc_in_pod	loc_in_pivnita	uscator
Vanzari Garsoniere - Vanzari Apartamente - Vanzari Case	0 RON	Cluj-Napoca, Cluj, Centru	Nespecificat	"    Vanzari si inchirierei garsoniere / apartamente / case / spatii comerciale / terenuri.str. Alexandru Vaida Voievod nr. 35."			Nespecificat	Nespecificat			Nu	Nu		Nu		Nu	Nu	Nu				- 	35mp 	Centru	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7495666	Nu		Nu			
Cumpar gasoniera sau apartament cu suprafata mica, zona centrala	1 500 EUR/mp	Cluj-Napoca, Cluj, Centru	Nespecificat	    Cumpar gasoniera sau apartament cu suprafata mica,  pana in 20 mp,  in zona centrala.			Nespecificat	Nespecificat			Nu	Nu		Nu		Nu	Nu	Nu		persoana fizica 		- 	20mp 	Centru	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7443534	Nu		Nu			
Garsoniere de vanzare in zona ideala pentru investitii - la 2 minute de ...	39 000 EUR	Cluj-Napoca, Cluj, Marasti	Nespecificat	"    Vindem garsoniere cu suprafete de 23-32 mp in vecinatatea Studium Green Campus (Str. Teodor Mihali,  Nr. 35),  la 2 minute de Iulius Mall. Compartimentare: dormitor,  bucatarie,  baie.Fiind situate intr-o zona cu acces rapid la mijloace de transport in comun,  puncte de atractie (Iulius Mall) si universitati (FSEGA,  Dimitrie Cantemir) reprezinta investitii garantat profitabile pentru dvs. Pentru mai multe informatii,  va rugam sa utilizati numarul de telefon pus la dispozitie. Garsoniera de 23 mp la 39.000 EUR,  iar cea de 32 mp la 55.000 EUR."			Nespecificat	Nespecificat			Da	Nu		Da		Da	Da	Da				Teodor Mihali 	23mp 	Marasti	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7453175	Nu		Nu			
G243 Vand garsoniera  in Manastur	44 000 EUR	Cluj-Napoca, Cluj, Manastur	Nespecificat	    G243 Vand garsoniera  in Manastur  suprafata 32 mp, etaj 3 din 10  finisata modern, geamuri termopan, usa metalica, mobilata, utilata.etc.Aproape  , de mijloacele de transport, facultati, scoli, gradinite,  hipermarket-uri, banci, etc.Pretabila pentru locuit sau investitie .Pret 44000 Euro			Nespecificat				Nu	Nu		Nu		Nu	Nu	Nu		IMOBILI		aszdfgvb 	32mp 	Manastur	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7363590	Nu		Nu			
G238 Vand garsoniera  in Marasti	44 000 EUR	Cluj-Napoca, Cluj, Marasti	Nespecificat	    G238 Vand garsoniera  in Marasti  suprafata 28 mp , balcon,  finisata , etc.Aproape  , de mijloacele de transport, facultati, scoli, gradinite,  hipermarket-uri, banci, etc.Pretabila pentru locuit sau investitie .Pret 44000 Euro			Nespecificat				Nu	Nu		Nu		Nu	Nu	Nu		IMOBILI		FHDJLH 	32mp 	Marasti	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7355683	Nu		Nu			
G247 Vand garsoniera  in Marasti  in zona Fabricii	33 000 EUR	Cluj-Napoca, Cluj, Marasti	Nespecificat	    G247 Vand garsoniera  in Marasti  zona Fabricii, etaj 3din 4, suprafata , 22 mp finisata clasic, parchet , gresie.Aproape  , de mijloacele de transport, facultati, scoli, gradinite,  hipermarket-uri, banci, etc.Pretabila pentru locuit sau investitie .Pret 33000 Euro neg			Nespecificat				Nu	Nu		Nu		Nu	Nu	Nu		IMOBILI		ASF\ZEDSGRF 	22mp 	Marasti	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7375758	Nu		Nu			
G264 Vand garsoniera  in  Manastur	46 000 EUR	Cluj-Napoca, Cluj, Manastur	Nespecificat	    G264 Vand garsoniera  in  Manastur, zonaPeana, suprafata 32mp , balcon,  finisatamodern,  geamuri termopan,  izolata,  aproape de facultati,  gradinite,  hipermarket-uri, banci, etc.Pretabila pentru locuit sau investitie este  aproape de mijloacele de transport, facultati, scoli, gradinite, banci .Pret 46000 euro neg			Nespecificat				Nu	Nu		Nu		Nu	Nu	Nu		Imobili		hdlfvbdf nfm obrjvm skldfgvjndf 	32mp 	Manastur	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7425201	Nu		Nu			
G206Vand garsoniera in  Centru	44 000 EUR	Cluj-Napoca, Cluj, Centru	Nespecificat	    G206 Vand garsoniera in Manastur , zona .Bucegi  etaj. intermediar  , suprafata 28mp+balcon  ,  finisata modern, parchet, gresie, faianta, geamuri termopan, usa metalica,  mobilata, utilata , aproape ,  de mijloacele de transport, facultati, scoli, gradinite,  hipermarket-uri, banci, etc.Pretabila pentru locuit sau investitie .Pret 44000 Euro			Nespecificat				Nu	Nu		Nu		Nu	Nu	Nu		IMOBILI		AD\fezsdgrhd 	24mp 	Centru	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7224780	Nu		Nu			
G252 Vand garsoniera  in Gheorgheni	47 000 EUR	Cluj-Napoca, Cluj, Gheorgheni	Nespecificat	    G252 Vand garsoniera  in Gheorgheni,  suprafata , 32 mp , balcon, finisata , modern, parchet , gresie, faianta , usa metal aproape de facultati,  gradinite,  hipermarket-uri, banci, etc.Pretabila pentru locuit sau investitie este  aproape de mijloacele de transport, facultati, scoli, gradinite, banci .Pret 47000 euro neg			Nespecificat				Nu	Nu		Nu		Nu	Nu	Nu		IMOBILI		jrgdfklgbjf 	32mp 	Gheorgheni	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7464564	Nu		Nu			
G267 Vand garsoniera  in  Manastur	46 000 EUR	Cluj-Napoca, Cluj, Manastur	Nespecificat	    G267 Vand garsoniera  in  Manastur, zona Campuluisens giratoriu,  suprafata 28mp ,  finisata clasic,  geamuri termopan, parchet, gresie, faianta, usa metal etc,  aproape de facultati,  gradinite,  hipermarket-uri, banci, etc.Pretabila pentru locuit sau investitie este  aproape de mijloacele de transport, facultati, scoli, gradinite, banci .Pret 46000 euro neg			Etajul 5				Nu	Nu		Nu		Nu	Nu	Nu		IMOBILI		wsafd 	28mp 	Manastur	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7464723	Nu		Nu			
G269 Vand garsoniera  in  Manastur,	39 500 EUR	Cluj-Napoca, Cluj, Manastur	Nespecificat	    G269 Vand garsoniera  in  Manastur, zona Petrom,  suprafata 32mp , balcon,  finisata clasic, usa metal etc,  aproape de facultati,  gradinite,  hipermarket-uri, banci, etc.Pretabila pentru locuit sau investitie este  aproape de mijloacele de transport, facultati, scoli, gradinite, banci .Pret 39500 euro neg			Nespecificat				Nu	Nu		Nu		Nu	Nu	Nu		IMOBILI		ASDCSZVF 	32mp 	Manastur	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7464731	Nu		Nu			
G274 Vand garsoniera  in  Manastur,	42 000 EUR	Cluj-Napoca, Cluj, Manastur	Nespecificat	    G274 Vand garsoniera  in  Manastur, zona MC.DONALD, suprafata 28mp , etaj 2 din 4, finisata clasic,  etc,  aproape de facultati,  gradinite,  hipermarket-uri, banci, etc.Pretabila pentru locuit sau investitie este  aproape de mijloacele de transport, facultati, scoli, gradinite, banci .Pret 42000 euro neg			Nespecificat				Nu	Nu		Nu		Nu	Nu	Nu		IMOBILI		jfldshvfdulih 	26mp 	Manastur	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7466780	Nu		Nu			
G263 Vand garsoniera in Gheorgheni	46 000 EUR	Cluj-Napoca, Cluj, Gheorgheni	Nespecificat	    G263 Vand garsoniera  in  Gheorgheni , zona Iulius Mall, suprafata 32mp ,  finisata clasic,  geamuri termopan,  izolata, etaj 4 din 10, aproape de facultati,  gradinite,  hipermarket-uri, banci, etc.Pretabila pentru locuit sau investitie este  aproape de mijloacele de transport, facultati, scoli, gradinite, banci .Pret 46000 euro neg			Nespecificat				Nu	Nu		Nu		Nu	Nu	Nu		IMOBILI		FHDLSIEHFKJNF.KSH 	32mp 	Gheorgheni	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7425124	Nu		Nu			
G268 Vand garsoniera  in  Manastur,zona Peana	46 000 EUR	Cluj-Napoca, Cluj, Manastur	Nespecificat	    G268 Vand garsoniera  in  Manastur, zona Peana-universitatea Bogdan-Voda,  suprafata 32mp , balcon,  finisatamodern,  geamuri termopan, parchet, gresie, faianta, usa metal etc,  aproape de facultati,  gradinite,  hipermarket-uri, banci, etc.Pretabila pentru locuit sau investitie este  aproape de mijloacele de transport, facultati, scoli, gradinite, banci .Pret 46000 euro neg			Nespecificat				Nu	Nu		Nu		Nu	Nu	Nu		IMOBILI		Adx\fvd 	32mp 	Manastur	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7464725	Nu		Nu			
G261 Vand garsoniera in Marasti	36 500 EUR	Cluj-Napoca, Cluj, Manastur	Nespecificat	    G261 Vand garsoniera  in  Marasti, 27mp ,  balcon, finisata modern, parchet , gresie, faianta , usa metal , geamuri termopan,  mobilata, utilata, aproape de facultati,  gradinite,  hipermarket-uri, banci, etc.Pretabila pentru locuit sau investitie este  aproape de mijloacele de transport, facultati, scoli, gradinite, banci .Pret 36500 euro neg			Nespecificat				Nu	Nu		Nu		Nu	Nu	Nu		IMOBILI		h\fvbl ,.cvifjsb 	27mp 	Manastur	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7423199	Nu		Nu			
G273 Vand garsoniera  in  Gheorgheni	36 500 EUR	Cluj-Napoca, Cluj, Gheorgheni	Nespecificat	    G273 Vand garsoniera  in  Gheorgheni , suprafata 22mp , etaj 2 din 4, finisata clasic,  etc,  aproape de facultati,  gradinite,  hipermarket-uri, banci, etc.Pretabila pentru locuit sau investitie este  aproape de mijloacele de transport, facultati, scoli, gradinite, banci .Pret 36500 euro neg			Etajul 2				Nu	Nu		Nu		Nu	Nu	Nu		IMOBILI		asdfzesdgzxhyzsgdfghtxjfxyrjucgtk 	22mp 	Gheorgheni	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7464936	Nu		Nu			
G216 Vand garsoniera cu balcon in Manastur,zona Mogosoaia	42 500 EUR	Cluj-Napoca, Cluj, Manastur	Nespecificat	    G216 Vand garsoniera cu balcon in Manastur, zona Mogosoaia, suprafata 32mp,  finisata clasic, centrala termica, geamuri termopan, usa metal.Aproape de mijloacele de transport, facultati, scoli, gradinite,  hipermarket-uri, banci, etc.Pretabila pentru locuit sau investitie .Pret 42500 Euro			Nespecificat				Nu	Nu		Nu		Nu	Nu	Nu		IMOBILI		Campului 	32mp 	Manastur	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7464512	Nu		Nu			
Vanzare Garsoniera 11 mp; Etajul parter din 4, in apropiere de ALBAC	18 000 EUR	Cluj-Napoca, Cluj, Gheorgheni	Nespecificat	    Pret bomba la o oferta exceptionala! EDIL va ofera o garsoniera  de vanzare,  situata la parter din 4 etaje,  in CLUJ-NAPOCA,  cartierul GHEORGHENI. Garsoniera este confort 3 compusa din camera,  baie,  si hol. Dotata cu faianta clasica,  gresie clasica,  parchet laminat. Imobilul mobilat clasic si modern mai are si alte dotari precum frigider,  masina de spalat,  aragaz. Daca va place aceasta oferta sau pentru alte oferte nu ezitati sa ne contactati telefonic sau la sediul nostru EDIL,  Str. Iuliu Maniu,  Nr. 17,  Cluj-Napoca.  (ID:GACJ283901)			Parter	mai vechi de 2000			Da	Da		Da		Da	Da	Da		EDIL		ALBAC 	11mp 	Gheorgheni	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7592244	Nu		Nu			
VAnd apartament 1 camera, central situat, in S=42mp, str. Nasaud, la 3 min ...	59 900 EUR	Cluj-Napoca, Cluj, Centru	Necesita renovare	    Vand apartament o camera,  central situat,  str. Nasaud,  et.3/7,  decomandat,  compus din camera,  bucatarie,  baie,  balcon,  2 debarale, un hol la intrare,  cu C.T, usa antiefractie,  izolat exterior,  finisaje clasice,  locatie excelenta la 3 min de Iulius-Moll,  la 3 min de centru,  pret 59900eur.	Vand	Agentie Imobiliara	Etajul 3	mai vechi de 2000	1	1	Nu	Da	Decomandat	Nu	Sporit	Nu	Nu	Nu	Nu	Venetia	1 	Nasaud 	42mp 	Centru	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7601620	Nu	Nu	Nu	Nu	Nu	Nu
Vanzare garsoniera in Zorilor zona Profi	46 500 EUR	Cluj-Napoca, Cluj, Zorilor	Finisat clasic	    IMOFINDER va propune spre vanzare garsoniera in cartierul Zorilor zona Profi,  fiind foarte aproape de mijloacele de transport in comun,  magazine,  facultati si de toate punctele de interes. Garsoniera este situata la etajul 4 din 4 si dispune de de o suprafata utila de 24 mp plus un balcon inchis cu termopan. Este ideala pentru investitie.			Etajul 4	mai vechi de 2000				Nu		Da		Da	Da	Da		IMOFINDER		- 	24mp 	Zorilor	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7545755			Nu			
Vanzare garsoniera in Gheorgheni	43 950 EUR	Cluj-Napoca, Cluj, Gheorgheni		    IMOFINDER va propune spre vanzare garsoniera confort 2 in Gheorgheni in zona Transylvania College. Garsoniera este situata la etajul 2 din 4 intr-un imobil reabilitat termic,  dispune de o suprafata utila de 22 mp,  se vinde mobilata,  dispune de aragaz,  frigider,  maşină de spălat,  mobilă bine întreţinută,  uşă metalică,  geamuri din lemn,  încălzire se face prin centrală de bloc. Zona este liniştită,  aproape de şcoli,  de piaţa Mercur,  de Iulius Mall,  FSEGA şi mijloace de transport în comun.			Etajul 2	mai vechi de 2000				Nu		Da		Da	Da	Da		IMOFINDER		- 	22mp 	Gheorgheni	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7545760			Nu			
Vanzare garsoniera finisata modern in Marasti	37 500 EUR	Cluj-Napoca, Cluj, Marasti		    IMOFINDER va propune spre vanzare garsoniera finisata modern confort 2 in Marasti zona strazii Cernei. Garsoniera este situata la etajul 4 din 4,  suprafata utila de 21 mp,  se vinde mobilata si utilata cu masina de spalat,  frigider,  aragaz,  cuptor cu microunde,  blender. Incalzirea se face cu centrala termica proprie.			Etajul 4	mai vechi de 2000				Da		Da		Da	Da	Da		IMOFINDER		- 	21mp 	Marasti	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7545758			Nu			
Vanzare garsoniera ultrafinisata in Marasti	43 500 EUR	Cluj-Napoca, Cluj, Marasti		    IMOFINDER va propune spre vanzare garsoniera confort 1 in Marasti zona Expo Transilvania. Garsoniera este finisata modern,  mobilata si utilata,  situata la etajul 1 din 4 intru-un imobil izolat atat pe exterior cat si pe interior,  dispune de o suprafata utila de 23 mp plus balcon de mp,  inchis cu geam termopan. Incalzirea se face cu centrala termica proprie,  in balcon se afla doua spatii de depozitare si un pantofar. Se vinde complet mobilata si utilata (frigider,  masina de spalat,  dulap,  TV,  biblioteca,  coltar+masa). Bucatarie este dotata cu plita+cuptor electrice incorporate in mobilier,  si cuptor cu microunde. In pret este inclus un loc de parcare cu abonament de la Primarie			Etajul 1	mai vechi de 2000				Da		Da		Da	Da	Da		IMOFINDER		- 	23mp 	Marasti	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7545759			Nu			
Vanzare garsoniera in Manastur, finisata modern	50 000 EUR	Cluj-Napoca, Cluj, Manastur		    IMOFINDER ofera spre vanzare garsoniera in Manstur str. Grigore Alexandrescu finisata modern,  recent renovata.  Garsoniera dispune  de o suprafata utila de 28 mp,  etaj 8 din 10,  foarte spatioasa si luminoasa. Finisaje: usa metalica,  usi interioare lemn masiv,  geamuri termopan de calitate superioara,  balcon inchis,  gresie,  faianta,  parchet laminat,  vopsea lavabila. Dotari: Alte spatii utile (debara in care este instalata masina de spalat),  bucatarie (mobilata,  utilata),  camera mobilata partial.			Etajul 8	mai vechi de 2000				Nu		Da		Da	Da	Da		IMOFINDER		- 	28mp 	Manastur	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7463854			Nu			
Vanzare garsoniera Marasti	41 000 EUR	Cluj-Napoca, Cluj, Marasti		    IMOFINDER ofera spre vanzare garsoniera in Marasti zona Expo Transilvania,  situata la etajul 3 din 4,  suprafata utila de 26 mp plus balcon. Garsoniera este finisata,  se vinde mobilata.			Etajul 3	mai vechi de 2000				Nu		Da		Da	Da	Da		IMOFINDER		- 	26mp 	Marasti	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7468463			Nu			
Vanzare garsoniera zona Manastur	44 000 EUR	Cluj-Napoca, Cluj, Manastur		    IMOFINDER va ofera o garsoniera confort 1 zona Manastur,  cu o suprafata utila de 25 mp este compartimentata in o camera,  bucatarie,  baie,  plus un balcon de 3 mp,  finisata modern,  centrala termica,  mobilata si utilata,  situata la un etaj intermediar,  aproape de mijloacele de transport in comun.			Etajul 2	mai vechi de 2000				Da		Da		Da	Da	Da		IMOFINDER		- 	25mp 	Manastur	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7446975			Nu			
Vanzare garsoniera zona Calvaria	44 000 EUR	Cluj-Napoca, Cluj, Manastur	Nespecificat	    IMOFINDER va ofera garsoniera confort 1 zona Calvaria,  cu o suprafta utila de 24 mp este compartimentata in o camera,  bucatarie,  baie,  plus balcon inchis cu termopan,  centrala termica,  parchet,  gresie,  faianta,  situata la un etaj intermediar intr-un bloc de apartamente cu orientare estica,  intr-o zona buna aproape de mijloacele de transport in comun,  ideal pentru investitie.			Etajul 4	mai vechi de 2000				Da		Da		Da	Da	Da		IMOFINDER		- 	24mp 	Manastur	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7553019			Nu			
Vanzare garsoniera Manastur, mobilata si utilata	46 000 EUR	Cluj-Napoca, Cluj, Manastur		    IMOFINDER ofera  spre vanzare garsoniera recent renovata,  confort 1,  25 mp plus balcon situata la  etajul 4/4 in Manastur,  zona Negoiu. Garsoniera se vinde mobilata si utilata,  electrocasnicele sunt noi,  frigider, masina de spalat,  tv,  plita pe gaz. Garsoniera este finisata modern,  parchet,  gresie,  faianta,  geamuri termopan,  balcon inchis cu termopan,  usa metalica si centrala termica. Aceasta proprietate are orientare vestica si este disponibila si ocupabila imediat. Garsoniera este aproape de mijloacele de transport si de magazine. Exista posibilitatea obtinerii unui loc de parcare in parkingul recent construit.			Etajul 4	mai vechi de 2000				Da		Da		Da	Da	Da		IMOFINDER		- 	25mp 	Manastur	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7563414			Nu			
Vanzare garsoniera in Marasti	39 900 EUR	Cluj-Napoca, Cluj, Marasti	Ultrafinisat	    IMOFINDER va ofera spre vanzare garsoniera confort 1 in cartierul Marasti,  str. Cojocnei,  suprafata 24 mp+ balcon,  compusa din camera,  bucatarie,  baie,  hol,  balcon. Este complet renovata,  mobilier personalizat . Incalzirea se face prin convector,  are separare de gaz,  iar apa calda este de la termoficare. Garsoniera este in aprorierea caminelor studentesti,  nu departe de UTCN sau FSEGA,  magazine in apropiere,  zona linistita. Se vinde mobilata si utilata.			Etajul 4	mai vechi de 2000				Nu		Da		Da	Da	Da		IMOFINDER		- 	24mp 	Marasti	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7550840			Nu			
Vanzare garsoniera Manastur zona Kaufland	48 000 EUR	Cluj-Napoca, Cluj, Manastur	Finisat clasic	    IMOFINDER va propune spre vanzare garsoniera in Manastur in zona foarte buna in apropriere de Kaufland si de toate mijloacele de transport in comun. Garsoniera este situata la etajul 2 din 4 si dispune de o suprafata utila de 28 mp plus balcon,  este finisat clasic.			Etajul 2	mai vechi de 2000				Nu		Da		Da	Da	Da		IMOFINDER		- 	28mp 	Manastur	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7501602			Nu			
Vanzare garsoniera in Gheorgheni zona Detunata	49 800 EUR	Cluj-Napoca, Cluj, Gheorgheni	Finisat clasic	    IMOFINDER ofera spre vanzare garsoniera intr-o zona verde si linistita a cartierului Gheorgheni zona Detunata,  aproape de  Iulis Mall. Garsoniera este situata la etajul 3 din 10,  avand o suprafata utila de 28 mp plus balcon,  dispune de: o camera,  o bucatarie,  o baie,  un balcon. Finisajele sunt de tip clasic evidentiate astfel: pardoseala cu parchet din lemn masiv,  pereti cu lavabil,  bucatarie cu faianta,  baie cu faianta si pardoseala tip mozaic,  usi interioare din lemn,  usa de la intrare fiind metalica. Sistemul de incalzire in apartament este cu centrala de bloc. Imobilul este dotat cu lift si interfon.			Etajul 3	mai vechi de 2000				Nu		Da		Da	Da	Da		IMOFINDER		- 	28mp 	Gheorgheni	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7501604			Nu			
Vanzare garsoniera in Manastur	44 000 EUR	Cluj-Napoca, Cluj, Manastur		    IMOFINDER va ofera spre vanzare garsoniera confort 1 in cartierul Manastur zona Negoiu la cateva minute de mijloacele de transport in comun. Aceasta dispune de o suprafata utila de 25 mp plus balcon si este situata la etajul 4 din 4. Se vinde mobilata si partial utilata.			Etajul 4	mai vechi de 2000				Nu		Da		Da	Da	Da		IMOFINDER		- 	25mp 	Manastur	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7550839			Nu			
Vanzare garsoniera in Manastur	45 000 EUR	Cluj-Napoca, Cluj, Manastur		    IMOFINDER va ofera spre vanzare garsoniera in Manastur zona Parang. Garsnoniera este situata la etajul 9 din 10 intr-un bloc ingrijit,  recent reabilitat,  dotat cu lifturi moderne,  suprafaa utila de 28 mp plus balcon. Zona linistita,  priveliste frumoasa datorita orientarii spre padurea Faget. Este finisata cu parchet laminat,  gresie,  faianta clasica,  zugravit lavabil,  geam termopan,  balcon deschis (care dupa preferinte,  poate fi inchis si inclus in spatiul locuibil). Este complet utilata (aragaz,  frigider,  cuptor microunde,  masina de spalat,  aspirator) si mobilata.			Etajul 9	mai vechi de 2000				Nu		Da		Da	Da	Da		IMOFINDER		- 	28mp 	Manastur	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7553020			Nu			
Vanzare garsoniera Marasti, Teodor Mihali	46 000 EUR	Cluj-Napoca, Cluj, Marasti		    IMOFINDER ofera spre vanzare garsoniera  in Marasti,  zona FSEGA si Iulius Mall. Pozitionata la etaj intermediar,  avand o suprafata utila de 24 mp,  compus din camera,  baie,  bucatarie,  balcon: finisajele interioare sunt moderne,  ferestre termopan,  centrala termica de bloc. Se vinde mobilata si utilata.			Etajul 2	bloc nou				Nu		Da		Da	Da	Da		IMOFINDER		- 	24mp 	Marasti	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7476845			Nu			
Garsoniera confort 1 in Manastur, mobilata	45 000 EUR	Cluj-Napoca, Cluj, Manastur	Nespecificat	    Koncept Imobiliare va propune spre vanzare garsoniera confort 1 in Manastur situata la etajul 9 intr-un imobil reabilitat termic cu 10 etaje. Garsoniera este compartimentata intr-o camera de zi foarte luminoasa cu acces pe balcon,  hol bucatarie si baie. Se vinde complet mobilata si echipata,  zona cu multa verdeata,  si linistita. Imobilul beneficiaza de 2 asccensoare renovate. Ideala pentru locuinta sau investitie. Pretul este negociabil. Pentru mai multe informatii sau pentru vizionarea ofertei nu ezitati sa ne contcatati prin e-mail,  telefonic sau la sediul agentiei pe strada Napoca Nr. 10.			Etajul 9	mai vechi de 2000				Nu		Nu		Nu	Nu	Nu		Koncept Imobiliare		- 	28mp 	Manastur	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7560585			Nu			
Vanzare Garsoniera 15 mp; Etajul 4 din 4, in apropiere de GORUNULUI	29 500 EUR	Cluj-Napoca, Cluj, Marasti	Nespecificat	    Oferta exceptionala situata intr-o zona cu potential. Oferta de vanzare garsoniera in localitatea CLUJ-NAPOCA,  cartierul MARASTI. Garsoniera de vanzare este situata la etajul 4 din 4 etaje,  iar suprafata acesteia este de 15 mp. Garsoniera este confort 2 si este dotata cu 1 baie,  faianta moderna,  gresie moderna. Imobilul mobilat si utilat modern mai are si alte dotari precum frigider,  masina de spalat,  interfon. Daca va place aceasta oferta sau pentru alte oferte nu ezitati sa ne contactati telefonic sau la sediul nostru EDIL,  Str. Iuliu Maniu,  Nr. 17,  Cluj-Napoca.  (ID:GACJ283142)			Ultimul etaj	mai vechi de 2000			Da	Nu		Nu		Da	Da	Da		EDIL		GORUNULUI 	15mp 	Marasti	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7526683	Nu		Nu			
Garsoniera 28 mp, panorama frumoasa, balcon	52 500 EUR	Cluj-Napoca, Cluj, Gheorgheni	Finisat clasic	"    Va oferim spre vanzare garsoniera in Gheorgheni zona Interservisan. Aceasta este pozitionata la etajul 9 al unui imobil de 10 etaje si are o suprafata utila de 28 mp. Finisajele interioare sunt clasice. Oferta se vinde mobilata si utilata modern. Deoarece se afla la cateva minute de Iulius Mall si Piata Cipariu oferta este ideala pentru investitie."			Etajul 9	mai vechi de 2000						Da		Nu	Da	Da		REMS Imobiliare		- 	28mp 	Gheorgheni	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7003360						
Apartament 1 camera, zona Fsega, balcon, mobilat	49 000 EUR	Cluj-Napoca, Cluj, Marasti	Nespecificat	"    Va oferim spre vanzare apartament 1 camera in Marasti zona Fsega. Acesta este pozitionat la etajul 6 intr-un imobil nou de 7 etaje si are o suprafata utila de 22 mp. Compartimentarea este compusa din camera,  baie,  bucatarie si balcon.Finisajele interioare sunt moderne,  apartamentul dispune de ferestre termopan,  incalzire cu centrala termica de bloc. Oferta se vinde mobilata si utilata.Optional se poate achizitiona si parcare.Recomand oferta datorita faptului ca se afla intr-o zona ideala pentru investitie aproape de facultati,  mall si cladiri de birouri."			Etajul 6	bloc nou			Da	Da		Da		Nu	Da	Da		REMS Imobiliare		- 	22mp 	Marasti	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7309758						
VAnd apartament 1 camera, central situat, in S=42mp, str. Nasaud, la 3 min ...	59 900 EUR	Cluj-Napoca, Cluj, Centru	Necesita renovare	    Vand apartament o camera,  central situat,  str. Nasaud,  et.3/7,  decomandat,  compus din camera,  bucatarie,  baie,  balcon,  2 debarale, un hol la intrare,  cu C.T, usa antiefractie,  izolat exterior,  finisaje clasice,  locatie excelenta la 3 min de Iulius-Moll,  la 3 min de centru,  pret 59900eur.	Vand	Agentie Imobiliara	Etajul 3	mai vechi de 2000	1	1	Nu	Da	Decomandat	Nu	Sporit	Nu	Nu	Nu	Nu	Venetia	1 	Nasaud 	42mp 	Centru	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7601620	Nu	Nu	Nu	Nu	Nu	Nu
Garsoniera de  vanzare in Cluj Napoca, Marasti ID 3904	27 000 EUR	Cluj-Napoca, Cluj, Marasti	Finisat clasic	"    De vanzare garsoniera,  cu suprafata utila de 24 mp,  decomandata,  ce necesita lucrari de renovare,  situata in Cluj-Napoca,  in cartierul Marasti,  pe strada Campina.Garsoniera este pozitionata la etajul 3/3,  dispune de balcon si este finisata clasic."			Etajul 3	mai vechi de 2000												Axa Imobiliare		- 	24mp 	Marasti	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7539410						
